"remoteness","state","year","measure","value_type","value","na_value"
"Inner Regional","South Australia",2018,"Median age at death","years",82,NA
"Inner Regional","South Australia",2019,"Estimated Resident Population","persons",173244,NA
"Inner Regional","South Australia",2019,"Deaths","no.",1472,NA
"Inner Regional","South Australia",2019,"Infant mortality rate","rate",NA,"np"
"Inner Regional","South Australia",2019,"Standardised death rate","rate",5.1,NA
"Inner Regional","South Australia",2019,"Median age at death","years",81.8,NA
"Inner Regional","South Australia",2020,"Estimated Resident Population","persons",175799,NA
"Inner Regional","South Australia",2020,"Deaths","no.",1365,NA
"Inner Regional","South Australia",2020,"Infant mortality rate","rate",2.4,NA
"Inner Regional","South Australia",2020,"Standardised death rate","rate",4.9,NA
"Inner Regional","South Australia",2020,"Median age at death","years",81.5,NA
"Inner Regional","South Australia",2021,"Estimated Resident Population","persons",178509,NA
"Inner Regional","South Australia",2021,"Deaths","no.",1515,NA
"Inner Regional","South Australia",2021,"Infant mortality rate","rate",2.7,NA
"Inner Regional","South Australia",2021,"Standardised death rate","rate",4.9,NA
"Inner Regional","South Australia",2021,"Median age at death","years",82.1,NA
"Inner Regional","South Australia",2022,"Estimated Resident Population","persons",180969,NA
"Inner Regional","South Australia",2022,"Deaths","no.",1621,NA
"Inner Regional","South Australia",2022,"Infant mortality rate","rate",3.1,NA
"Inner Regional","South Australia",2022,"Standardised death rate","rate",4.8,NA
"Inner Regional","South Australia",2022,"Median age at death","years",82.4,NA
"Inner Regional","South Australia",2023,"Estimated Resident Population","persons",183825,NA
"Inner Regional","South Australia",2023,"Deaths","no.",1679,NA
"Inner Regional","South Australia",2023,"Infant mortality rate","rate",4.2,NA
"Inner Regional","South Australia",2023,"Standardised death rate","rate",5,NA
"Inner Regional","South Australia",2023,"Median age at death","years",82.6,NA
"Inner Regional","South Australia",2024,"Estimated Resident Population","persons",186873,NA
"Inner Regional","South Australia",2024,"Deaths","no.",1681,NA
"Inner Regional","South Australia",2024,"Infant mortality rate","rate",3.5,NA
"Inner Regional","South Australia",2024,"Standardised death rate","rate",4.9,NA
"Inner Regional","South Australia",2024,"Median age at death","years",82.6,NA
"Outer Regional","South Australia",2011,"Estimated Resident Population","persons",198779,NA
"Outer Regional","South Australia",2011,"Deaths","no.",1688,NA
"Outer Regional","South Australia",2011,"Infant mortality rate","rate",NA,"np"
"Outer Regional","South Australia",2011,"Standardised death rate","rate",NA,"np"
"Outer Regional","South Australia",2011,"Median age at death","years",NA,"np"
"Outer Regional","South Australia",2012,"Estimated Resident Population","persons",200233,NA
"Outer Regional","South Australia",2012,"Deaths","no.",1790,NA
"Outer Regional","South Australia",2012,"Infant mortality rate","rate",NA,"np"
"Outer Regional","South Australia",2012,"Standardised death rate","rate",NA,"np"
"Outer Regional","South Australia",2012,"Median age at death","years",NA,"np"
"Outer Regional","South Australia",2013,"Estimated Resident Population","persons",201262,NA
"Outer Regional","South Australia",2013,"Deaths","no.",1778,NA
"Outer Regional","South Australia",2013,"Infant mortality rate","rate",4.5,NA
"Outer Regional","South Australia",2013,"Standardised death rate","rate",6.3,NA
"Outer Regional","South Australia",2013,"Median age at death","years",80.8,NA
"Outer Regional","South Australia",2014,"Estimated Resident Population","persons",202592,NA
"Outer Regional","South Australia",2014,"Deaths","no.",1748,NA
"Outer Regional","South Australia",2014,"Infant mortality rate","rate",3.6,NA
"Outer Regional","South Australia",2014,"Standardised death rate","rate",6.2,NA
"Outer Regional","South Australia",2014,"Median age at death","years",80.8,NA
"Outer Regional","South Australia",2015,"Estimated Resident Population","persons",203332,NA
"Outer Regional","South Australia",2015,"Deaths","no.",1921,NA
"Outer Regional","South Australia",2015,"Infant mortality rate","rate",3.9,NA
"Outer Regional","South Australia",2015,"Standardised death rate","rate",6.1,NA
"Outer Regional","South Australia",2015,"Median age at death","years",80.7,NA
"Outer Regional","South Australia",2016,"Estimated Resident Population","persons",203668,NA
"Outer Regional","South Australia",2016,"Deaths","no.",1894,NA
"Outer Regional","South Australia",2016,"Infant mortality rate","rate",3.7,NA
"Outer Regional","South Australia",2016,"Standardised death rate","rate",6.1,NA
"Outer Regional","South Australia",2016,"Median age at death","years",80.6,NA
"Outer Regional","South Australia",2017,"Estimated Resident Population","persons",203940,NA
"Outer Regional","South Australia",2017,"Deaths","no.",1990,NA
"Outer Regional","South Australia",2017,"Infant mortality rate","rate",4.3,NA
"Outer Regional","South Australia",2017,"Standardised death rate","rate",6.2,NA
"Outer Regional","South Australia",2017,"Median age at death","years",80.7,NA
"Outer Regional","South Australia",2018,"Estimated Resident Population","persons",204354,NA
"Outer Regional","South Australia",2018,"Deaths","no.",1954,NA
"Outer Regional","South Australia",2018,"Infant mortality rate","rate",4.3,NA
"Outer Regional","South Australia",2018,"Standardised death rate","rate",6.1,NA
"Outer Regional","South Australia",2018,"Median age at death","years",80.8,NA
"Outer Regional","South Australia",2019,"Estimated Resident Population","persons",205060,NA
"Outer Regional","South Australia",2019,"Deaths","no.",1968,NA
"Outer Regional","South Australia",2019,"Infant mortality rate","rate",4.6,NA
"Outer Regional","South Australia",2019,"Standardised death rate","rate",6.1,NA
"Outer Regional","South Australia",2019,"Median age at death","years",80.9,NA
"Outer Regional","South Australia",2020,"Estimated Resident Population","persons",205729,NA
"Outer Regional","South Australia",2020,"Deaths","no.",1974,NA
"Outer Regional","South Australia",2020,"Infant mortality rate","rate",4.5,NA
"Outer Regional","South Australia",2020,"Standardised death rate","rate",6,NA
"Outer Regional","South Australia",2020,"Median age at death","years",80.9,NA
"Outer Regional","South Australia",2021,"Estimated Resident Population","persons",206496,NA
"Outer Regional","South Australia",2021,"Deaths","no.",2043,NA
"Outer Regional","South Australia",2021,"Infant mortality rate","rate",4.2,NA
"Outer Regional","South Australia",2021,"Standardised death rate","rate",5.9,NA
"Outer Regional","South Australia",2021,"Median age at death","years",80.8,NA
"Outer Regional","South Australia",2022,"Estimated Resident Population","persons",206852,NA
"Outer Regional","South Australia",2022,"Deaths","no.",2166,NA
"Outer Regional","South Australia",2022,"Infant mortality rate","rate",4.2,NA
"Outer Regional","South Australia",2022,"Standardised death rate","rate",6,NA
"Outer Regional","South Australia",2022,"Median age at death","years",80.6,NA
"Outer Regional","South Australia",2023,"Estimated Resident Population","persons",207587,NA
"Outer Regional","South Australia",2023,"Deaths","no.",2160,NA
"Outer Regional","South Australia",2023,"Infant mortality rate","rate",NA,"np"
"Outer Regional","South Australia",2023,"Standardised death rate","rate",6,NA
"Outer Regional","South Australia",2023,"Median age at death","years",80.7,NA
"Outer Regional","South Australia",2024,"Estimated Resident Population","persons",208272,NA
"Outer Regional","South Australia",2024,"Deaths","no.",2215,NA
"Outer Regional","South Australia",2024,"Infant mortality rate","rate",2.3,NA
"Outer Regional","South Australia",2024,"Standardised death rate","rate",6,NA
"Outer Regional","South Australia",2024,"Median age at death","years",80.8,NA
"Remote","South Australia",2011,"Estimated Resident Population","persons",43352,NA
"Remote","South Australia",2011,"Deaths","no.",305,NA
"Remote","South Australia",2011,"Infant mortality rate","rate",NA,"np"
"Remote","South Australia",2011,"Standardised death rate","rate",NA,"np"
"Remote","South Australia",2011,"Median age at death","years",NA,"np"
"Remote","South Australia",2012,"Estimated Resident Population","persons",43543,NA
"Remote","South Australia",2012,"Deaths","no.",320,NA
"Remote","South Australia",2012,"Infant mortality rate","rate",NA,"np"
"Remote","South Australia",2012,"Standardised death rate","rate",NA,"np"
"Remote","South Australia",2012,"Median age at death","years",NA,"np"
"Remote","South Australia",2013,"Estimated Resident Population","persons",43596,NA
"Remote","South Australia",2013,"Deaths","no.",297,NA
"Remote","South Australia",2013,"Infant mortality rate","rate",NA,"np"
"Remote","South Australia",2013,"Standardised death rate","rate",5.4,NA
"Remote","South Australia",2013,"Median age at death","years",81.4,NA
"Remote","South Australia",2014,"Estimated Resident Population","persons",43655,NA
"Remote","South Australia",2014,"Deaths","no.",292,NA
"Remote","South Australia",2014,"Infant mortality rate","rate",NA,"np"
"Remote","South Australia",2014,"Standardised death rate","rate",5.2,NA
"Remote","South Australia",2014,"Median age at death","years",81.7,NA
"Remote","South Australia",2015,"Estimated Resident Population","persons",43733,NA
"Remote","South Australia",2015,"Deaths","no.",366,NA
"Remote","South Australia",2015,"Infant mortality rate","rate",NA,"np"
"Remote","South Australia",2015,"Standardised death rate","rate",5.3,NA
"Remote","South Australia",2015,"Median age at death","years",81.8,NA
"Remote","South Australia",2016,"Estimated Resident Population","persons",43594,NA
"Remote","South Australia",2016,"Deaths","no.",325,NA
"Remote","South Australia",2016,"Infant mortality rate","rate",NA,"np"
"Remote","South Australia",2016,"Standardised death rate","rate",5.4,NA
"Remote","South Australia",2016,"Median age at death","years",82.1,NA
"Remote","South Australia",2017,"Estimated Resident Population","persons",43742,NA
"Remote","South Australia",2017,"Deaths","no.",379,NA
"Remote","South Australia",2017,"Infant mortality rate","rate",NA,"np"
"Remote","South Australia",2017,"Standardised death rate","rate",5.7,NA
"Remote","South Australia",2017,"Median age at death","years",81.9,NA
"Remote","South Australia",2018,"Estimated Resident Population","persons",43969,NA
"Remote","South Australia",2018,"Deaths","no.",331,NA
"Remote","South Australia",2018,"Infant mortality rate","rate",NA,"np"
"Remote","South Australia",2018,"Standardised death rate","rate",5.5,NA
"Remote","South Australia",2018,"Median age at death","years",81.3,NA
"Remote","South Australia",2019,"Estimated Resident Population","persons",44171,NA
"Remote","South Australia",2019,"Deaths","no.",327,NA
"Remote","South Australia",2019,"Infant mortality rate","rate",NA,"np"
"Remote","South Australia",2019,"Standardised death rate","rate",5.4,NA
"Remote","South Australia",2019,"Median age at death","years",81.3,NA
"Remote","South Australia",2020,"Estimated Resident Population","persons",44387,NA
"Remote","South Australia",2020,"Deaths","no.",338,NA
"Remote","South Australia",2020,"Infant mortality rate","rate",NA,"np"
"Remote","South Australia",2020,"Standardised death rate","rate",5.1,NA
"Remote","South Australia",2020,"Median age at death","years",81.9,NA
"Remote","South Australia",2021,"Estimated Resident Population","persons",44741,NA
"Remote","South Australia",2021,"Deaths","no.",362,NA
"Remote","South Australia",2021,"Infant mortality rate","rate",NA,"np"
"Remote","South Australia",2021,"Standardised death rate","rate",5.1,NA
"Remote","South Australia",2021,"Median age at death","years",81.8,NA
"Remote","South Australia",2022,"Estimated Resident Population","persons",44983,NA
"Remote","South Australia",2022,"Deaths","no.",378,NA
"Remote","South Australia",2022,"Infant mortality rate","rate",NA,"np"
"Remote","South Australia",2022,"Standardised death rate","rate",5.2,NA
"Remote","South Australia",2022,"Median age at death","years",80.8,NA
"Remote","South Australia",2023,"Estimated Resident Population","persons",45276,NA
"Remote","South Australia",2023,"Deaths","no.",373,NA
"Remote","South Australia",2023,"Infant mortality rate","rate",4.8,NA
"Remote","South Australia",2023,"Standardised death rate","rate",5.3,NA
"Remote","South Australia",2023,"Median age at death","years",80.5,NA
"Remote","South Australia",2024,"Estimated Resident Population","persons",45544,NA
"Remote","South Australia",2024,"Deaths","no.",384,NA
"Remote","South Australia",2024,"Infant mortality rate","rate",NA,"np"
"Remote","South Australia",2024,"Standardised death rate","rate",5.2,NA
"Remote","South Australia",2024,"Median age at death","years",80.3,NA
"Very Remote","South Australia",2011,"Estimated Resident Population","persons",15837,NA
"Very Remote","South Australia",2011,"Deaths","no.",115,NA
"Very Remote","South Australia",2011,"Infant mortality rate","rate",NA,"np"
"Very Remote","South Australia",2011,"Standardised death rate","rate",NA,"np"
"Very Remote","South Australia",2011,"Median age at death","years",NA,"np"
"Very Remote","South Australia",2012,"Estimated Resident Population","persons",15712,NA
"Very Remote","South Australia",2012,"Deaths","no.",136,NA
"Very Remote","South Australia",2012,"Infant mortality rate","rate",NA,"np"
"Very Remote","South Australia",2012,"Standardised death rate","rate",NA,"np"
"Very Remote","South Australia",2012,"Median age at death","years",NA,"np"
"Very Remote","South Australia",2013,"Estimated Resident Population","persons",15557,NA
"Very Remote","South Australia",2013,"Deaths","no.",107,NA
"Very Remote","South Australia",2013,"Infant mortality rate","rate",9.5,NA
"Very Remote","South Australia",2013,"Standardised death rate","rate",8.1,NA
"Very Remote","South Australia",2013,"Median age at death","years",71.7,NA
"Very Remote","South Australia",2014,"Estimated Resident Population","persons",15394,NA
"Very Remote","South Australia",2014,"Deaths","no.",112,NA
"Very Remote","South Australia",2014,"Infant mortality rate","rate",NA,"np"
"Very Remote","South Australia",2014,"Standardised death rate","rate",7.9,NA
"Very Remote","South Australia",2014,"Median age at death","years",72.3,NA
"Very Remote","South Australia",2015,"Estimated Resident Population","persons",15187,NA
"Very Remote","South Australia",2015,"Deaths","no.",94,NA
"Very Remote","South Australia",2015,"Infant mortality rate","rate",NA,"np"
